farmer_id,county,crop_type,farm_size_acres,rainfall_received_mm,soil_quality_score,fertilizer_used,years_insured,previous_claims_3yr,distance_to_market_km,claim_filed
KE-FARM-0638,Kitui,Sunflower,1.5,593.8,5,0,9,1,8.8,0
KE-FARM-0639,Nyandarua,Beans,1.1,592.8,1,1,2,1,8.9,0
KE-FARM-0640,Meru,Sunflower,0.5,634.6,8,0,11,1,3.5,0
KE-FARM-0641,Nakuru,Beans,5.5,339.9,4,1,14,0,1.0,0
KE-FARM-0642,Nakuru,Sunflower,5.0,361.0,9,1,5,3,5.1,0
KE-FARM-0643,Trans Nzoia,Sunflower,1.1,763.0,4,1,9,2,2.1,0
KE-FARM-0644,Uasin Gishu,Sorghum,5.5,498.5,2,1,7,0,2.0,0
KE-FARM-0645,Nyandarua,Sunflower,10.0,580.1,3,1,9,1,7.4,0
KE-FARM-0646,Kitui,Wheat,0.5,841.9,5,0,14,0,11.2,0
KE-FARM-0647,Uasin Gishu,Sorghum,1.1,586.8,10,0,11,1,1.0,0
KE-FARM-0648,Nakuru,Sunflower,5.5,568.5,6,1,6,1,8.6,0
KE-FARM-0649,Uasin Gishu,Maize,1.3,734.4,7,1,15,0,2.8,0
KE-FARM-0650,Nakuru,Wheat,3.9,510.3,4,0,7,0,11.2,0
KE-FARM-0651,Uasin Gishu,Wheat,0.5,780.4,7,0,10,1,16.6,0
KE-FARM-0652,Trans Nzoia,Wheat,2.4,731.3,10,1,5,1,16.5,0
KE-FARM-0653,Laikipia,Sorghum,5.4,874.5,3,1,6,0,4.6,0
KE-FARM-0654,Trans Nzoia,Sunflower,4.6,496.4,7,1,1,1,8.4,0
KE-FARM-0655,Trans Nzoia,Sunflower,6.8,805.0,4,0,1,1,15.8,0
KE-FARM-0656,Laikipia,Maize,8.4,683.1,8,1,2,0,1.0,0
KE-FARM-0657,Laikipia,Maize,5.9,401.2,9,1,11,0,9.3,0
KE-FARM-0658,Nyandarua,Wheat,4.5,210.6,7,1,14,2,18.1,0
KE-FARM-0659,Kitui,Maize,0.5,480.3,8,1,4,0,4.7,0
KE-FARM-0660,Kitui,Sorghum,3.1,643.9,8,0,11,1,6.1,0
KE-FARM-0661,Nyandarua,Sunflower,0.5,665.6,2,1,9,1,12.0,0
KE-FARM-0662,Trans Nzoia,Wheat,6.6,591.1,9,0,7,0,1.0,0
KE-FARM-0663,Trans Nzoia,Maize,1.5,592.5,6,0,6,2,4.9,1
KE-FARM-0664,Nakuru,Sorghum,3.3,581.1,4,1,15,2,3.5,0
KE-FARM-0665,Nakuru,Sorghum,1.3,754.7,5,1,1,0,1.0,0
KE-FARM-0666,Kitui,Maize,6.1,384.6,10,1,5,1,2.2,0
KE-FARM-0667,Nyandarua,Sunflower,8.7,640.2,5,1,11,0,5.0,0
KE-FARM-0668,Meru,Maize,2.0,476.6,7,1,12,3,2.2,0
KE-FARM-0669,Meru,Wheat,7.9,464.0,9,1,13,5,9.2,1
KE-FARM-0670,Nyandarua,Maize,1.2,776.4,7,0,4,0,6.0,0
KE-FARM-0671,Nakuru,Sorghum,3.1,452.5,9,1,5,1,1.0,0
KE-FARM-0672,Kitui,Maize,7.8,579.1,4,0,11,2,3.2,0
KE-FARM-0673,Kitui,Sunflower,1.6,893.8,10,1,9,1,1.0,0
KE-FARM-0674,Nakuru,Beans,12.3,725.7,10,0,12,0,4.4,0
KE-FARM-0675,Meru,Maize,0.5,531.8,4,1,3,0,3.0,0
KE-FARM-0676,Uasin Gishu,Sunflower,0.5,544.1,6,1,4,0,11.7,0
KE-FARM-0677,Uasin Gishu,Sunflower,9.4,415.9,8,1,8,0,3.7,0
KE-FARM-0678,Nakuru,Sorghum,0.5,795.1,9,1,3,1,4.7,0
KE-FARM-0679,Uasin Gishu,Sunflower,19.3,751.7,1,1,13,0,12.9,0
KE-FARM-0680,Laikipia,Sunflower,12.1,703.0,1,1,3,2,6.6,0
KE-FARM-0681,Nyandarua,Sunflower,0.6,719.5,8,1,13,0,8.1,0
KE-FARM-0682,Nyandarua,Sunflower,3.1,483.8,7,1,9,1,18.4,0
KE-FARM-0683,Nakuru,Wheat,0.8,367.8,9,0,5,2,2.3,1
KE-FARM-0684,Trans Nzoia,Wheat,2.2,684.1,3,0,10,1,45.3,1
KE-FARM-0685,Meru,Sorghum,0.5,733.3,10,0,1,0,23.0,0
KE-FARM-0686,Nakuru,Maize,1.0,841.1,5,0,7,1,3.4,0
KE-FARM-0687,Uasin Gishu,Sunflower,1.8,569.9,3,1,7,2,22.3,1
KE-FARM-0688,Meru,Maize,2.3,548.0,5,0,15,2,14.0,0
KE-FARM-0689,Trans Nzoia,Maize,15.2,564.1,10,0,6,2,26.7,1
KE-FARM-0690,Uasin Gishu,Sorghum,6.6,700.6,1,0,6,1,11.7,0
KE-FARM-0691,Kitui,Sunflower,5.3,557.7,4,1,3,0,11.2,0
KE-FARM-0692,Laikipia,Sunflower,3.1,592.2,6,1,3,0,1.0,0
KE-FARM-0693,Uasin Gishu,Beans,7.3,724.7,2,1,10,1,6.4,0
KE-FARM-0694,Laikipia,Maize,1.7,506.1,7,1,11,0,2.2,0
KE-FARM-0695,Meru,Maize,4.9,808.7,8,0,9,0,3.9,0
KE-FARM-0696,Laikipia,Wheat,20.3,695.0,1,1,1,0,38.5,1
KE-FARM-0697,Meru,Beans,1.5,321.4,4,1,7,2,1.0,1
KE-FARM-0698,Meru,Wheat,4.5,522.7,4,0,13,0,12.8,0
KE-FARM-0699,Meru,Wheat,7.4,296.3,5,1,12,1,1.9,0
KE-FARM-0700,Meru,Wheat,9.9,570.5,4,1,11,2,1.0,0
KE-FARM-0701,Meru,Sorghum,5.1,525.3,9,1,10,1,7.0,0
KE-FARM-0702,Uasin Gishu,Sorghum,1.3,725.2,7,1,7,0,1.8,0
KE-FARM-0703,Meru,Wheat,1.6,467.8,2,0,8,0,33.7,0
KE-FARM-0704,Uasin Gishu,Beans,0.5,658.2,1,0,6,2,2.3,1
KE-FARM-0705,Meru,Maize,5.7,685.3,9,0,8,2,2.1,0
KE-FARM-0706,Laikipia,Beans,0.5,638.6,1,0,1,2,1.0,1
KE-FARM-0707,Kitui,Sunflower,8.0,771.0,6,0,1,0,4.0,0
KE-FARM-0708,Meru,Sorghum,0.5,910.2,2,1,9,0,1.0,0
KE-FARM-0709,Trans Nzoia,Maize,0.8,616.8,4,0,12,2,6.9,0
KE-FARM-0710,Meru,Maize,2.6,660.8,6,1,4,3,7.0,0
KE-FARM-0711,Meru,Sunflower,5.4,468.0,5,1,3,0,1.0,0
KE-FARM-0712,Laikipia,Sunflower,0.6,447.1,6,1,6,1,2.7,0
KE-FARM-0713,Nyandarua,Wheat,2.3,755.1,3,1,10,2,17.8,0
KE-FARM-0714,Laikipia,Sorghum,2.6,735.2,5,1,12,2,6.2,0
KE-FARM-0715,Trans Nzoia,Sorghum,1.0,445.6,2,1,13,1,5.7,0
KE-FARM-0716,Nyandarua,Beans,0.5,403.8,7,1,12,0,12.0,0
KE-FARM-0717,Nakuru,Wheat,7.2,502.7,3,1,9,2,12.5,0
KE-FARM-0718,Nakuru,Wheat,2.8,578.8,1,1,10,0,14.4,0
KE-FARM-0719,Trans Nzoia,Wheat,0.5,538.6,8,0,11,0,17.7,0
KE-FARM-0720,Laikipia,Wheat,6.5,624.1,8,1,4,3,2.6,0
KE-FARM-0721,Uasin Gishu,Sorghum,15.8,737.6,3,1,9,1,1.0,0
KE-FARM-0722,Trans Nzoia,Sorghum,3.7,669.3,7,1,15,0,4.8,0
KE-FARM-0723,Kitui,Wheat,2.8,680.4,9,0,5,1,19.3,0
KE-FARM-0724,Nyandarua,Beans,8.4,232.3,8,1,13,2,1.0,0
KE-FARM-0725,Nyandarua,Maize,12.2,357.9,3,1,7,1,8.6,1
KE-FARM-0726,Meru,Maize,5.6,480.5,2,0,3,0,12.1,0
KE-FARM-0727,Nakuru,Beans,2.4,505.3,10,1,3,1,6.6,0
KE-FARM-0728,Nyandarua,Wheat,3.6,726.0,7,1,12,1,2.9,0
KE-FARM-0729,Trans Nzoia,Sorghum,4.8,468.2,7,1,3,0,3.9,0
KE-FARM-0730,Nyandarua,Maize,0.9,700.0,9,1,8,0,1.0,0
KE-FARM-0731,Trans Nzoia,Sunflower,2.4,482.2,5,1,14,0,3.5,0
KE-FARM-0732,Uasin Gishu,Sunflower,7.1,419.9,4,1,6,3,1.0,0
KE-FARM-0733,Meru,Beans,4.3,426.8,8,0,9,2,13.0,0
KE-FARM-0734,Nakuru,Wheat,2.1,938.7,4,1,9,2,22.8,0
KE-FARM-0735,Nyandarua,Maize,4.4,478.9,4,1,8,1,10.0,0
KE-FARM-0736,Trans Nzoia,Wheat,0.5,703.6,2,1,1,0,10.7,0
KE-FARM-0737,Laikipia,Maize,2.1,366.3,1,1,6,1,6.4,1
KE-FARM-0738,Nakuru,Beans,6.3,812.8,4,0,4,0,1.7,0
KE-FARM-0739,Uasin Gishu,Beans,1.0,652.4,7,1,4,0,1.0,0
KE-FARM-0740,Trans Nzoia,Sunflower,0.8,641.1,9,0,3,2,4.2,0
KE-FARM-0741,Kitui,Wheat,12.0,662.1,9,0,12,0,13.9,0
KE-FARM-0742,Kitui,Sunflower,0.9,678.6,10,0,9,1,32.3,0
KE-FARM-0743,Meru,Wheat,1.2,721.4,1,0,2,1,5.6,0
KE-FARM-0744,Meru,Sunflower,14.0,510.1,5,1,1,2,4.5,1
KE-FARM-0745,Uasin Gishu,Sorghum,5.3,501.4,7,0,14,1,5.9,0
KE-FARM-0746,Uasin Gishu,Sorghum,4.8,607.4,7,0,15,0,5.6,0
KE-FARM-0747,Meru,Sorghum,7.7,702.7,10,1,10,1,9.8,0
KE-FARM-0748,Nyandarua,Sorghum,0.5,590.0,6,1,3,1,13.2,0
KE-FARM-0749,Nyandarua,Maize,4.9,716.1,10,0,13,0,15.4,0
KE-FARM-0750,Trans Nzoia,Sorghum,2.8,692.7,4,0,15,3,10.5,0
KE-FARM-0751,Laikipia,Beans,7.1,567.5,3,0,4,1,5.8,0
KE-FARM-0752,Trans Nzoia,Beans,2.8,337.9,9,0,4,1,30.0,0
KE-FARM-0753,Laikipia,Maize,3.9,524.5,10,0,6,0,12.4,0
KE-FARM-0754,Uasin Gishu,Sorghum,2.6,861.4,4,1,1,1,5.6,0
KE-FARM-0755,Nakuru,Sorghum,2.6,651.0,8,0,1,1,5.9,0
KE-FARM-0756,Trans Nzoia,Sorghum,5.8,504.1,1,1,2,0,17.0,0
KE-FARM-0757,Trans Nzoia,Sunflower,4.0,637.6,7,1,4,0,5.8,0
KE-FARM-0758,Laikipia,Wheat,4.0,701.5,6,1,7,1,7.3,0
KE-FARM-0759,Uasin Gishu,Sunflower,2.4,504.1,1,1,6,0,3.4,0
KE-FARM-0760,Uasin Gishu,Wheat,3.0,785.3,4,1,15,0,18.3,0
KE-FARM-0761,Kitui,Sorghum,5.5,674.4,5,1,11,0,7.4,0
KE-FARM-0762,Laikipia,Sorghum,7.0,435.0,8,1,9,2,8.0,0
KE-FARM-0763,Uasin Gishu,Sunflower,4.8,728.5,4,0,7,0,21.3,0
KE-FARM-0764,Meru,Sunflower,10.3,538.6,3,0,12,0,25.3,0
KE-FARM-0765,Nyandarua,Wheat,6.9,573.1,2,1,5,2,17.4,1
KE-FARM-0766,Kitui,Beans,3.3,447.6,4,1,6,3,1.0,0
KE-FARM-0767,Meru,Wheat,4.5,694.7,10,1,10,2,5.9,0
KE-FARM-0768,Nakuru,Sunflower,10.4,577.7,4,1,9,3,4.2,0
KE-FARM-0769,Trans Nzoia,Sunflower,3.9,701.1,10,1,1,1,2.4,0
KE-FARM-0770,Kitui,Maize,7.0,517.4,5,1,11,3,24.0,0
KE-FARM-0771,Nakuru,Sunflower,4.7,500.2,7,1,9,1,22.1,0
KE-FARM-0772,Trans Nzoia,Maize,3.2,488.0,9,1,6,2,6.3,0
KE-FARM-0773,Nyandarua,Beans,1.1,659.4,2,1,12,0,1.4,0
KE-FARM-0774,Uasin Gishu,Wheat,2.2,497.9,5,1,4,1,1.0,0
KE-FARM-0775,Meru,Wheat,13.7,569.5,10,0,12,1,5.8,0
KE-FARM-0776,Laikipia,Maize,4.3,522.2,9,1,5,0,1.0,0
KE-FARM-0777,Meru,Wheat,3.3,666.0,3,0,13,1,9.4,0
KE-FARM-0778,Nyandarua,Sunflower,10.8,339.7,1,0,1,1,9.4,1
KE-FARM-0779,Nakuru,Sorghum,3.5,637.1,2,1,7,1,22.9,1
KE-FARM-0780,Laikipia,Maize,3.0,859.7,6,0,13,0,2.1,0
KE-FARM-0781,Uasin Gishu,Wheat,5.7,785.4,5,1,15,0,4.6,0
KE-FARM-0782,Nyandarua,Maize,5.0,507.5,1,0,15,0,19.6,0
KE-FARM-0783,Laikipia,Maize,0.9,674.2,1,1,13,0,6.4,0
KE-FARM-0784,Nyandarua,Sorghum,2.5,645.1,4,0,8,0,1.0,0
KE-FARM-0785,Nyandarua,Sunflower,2.6,820.4,4,1,11,0,1.2,0
KE-FARM-0786,Uasin Gishu,Maize,1.9,223.5,6,0,5,1,16.8,1
KE-FARM-0787,Kitui,Wheat,2.9,766.9,6,1,2,0,13.6,0
KE-FARM-0788,Trans Nzoia,Beans,2.1,559.9,10,0,8,1,20.9,0
KE-FARM-0789,Laikipia,Maize,0.9,488.5,6,1,10,0,1.3,0
KE-FARM-0790,Uasin Gishu,Maize,2.1,484.2,1,0,7,0,14.3,0
KE-FARM-0791,Nyandarua,Sorghum,0.5,405.0,10,0,10,0,10.6,0
KE-FARM-0792,Uasin Gishu,Sunflower,3.4,507.9,9,0,9,0,2.6,1
KE-FARM-0793,Kitui,Beans,7.7,438.0,7,1,4,0,36.5,0
KE-FARM-0794,Trans Nzoia,Wheat,5.2,627.0,7,1,11,1,8.4,0
KE-FARM-0795,Meru,Beans,1.8,688.5,7,1,9,0,23.7,0
KE-FARM-0796,Laikipia,Wheat,0.5,561.5,2,0,4,1,19.6,0
KE-FARM-0797,Trans Nzoia,Sunflower,0.9,825.0,2,1,3,0,4.1,1
KE-FARM-0798,Nakuru,Wheat,3.2,517.7,6,1,15,3,7.7,0
KE-FARM-0799,Laikipia,Sorghum,0.9,553.7,7,0,11,1,5.6,0
KE-FARM-0800,Trans Nzoia,Sorghum,3.1,529.1,3,1,3,0,12.3,0
KE-FARM-0801,Nyandarua,Sorghum,1.1,689.8,4,1,10,1,8.9,0
KE-FARM-0802,Laikipia,Sorghum,7.6,704.9,3,0,2,0,15.4,0
KE-FARM-0803,Laikipia,Beans,2.0,674.3,7,0,10,2,1.0,0
KE-FARM-0804,Uasin Gishu,Sunflower,1.1,581.4,7,0,3,1,11.6,0
KE-FARM-0805,Nyandarua,Wheat,6.7,398.9,4,1,14,0,3.8,0
KE-FARM-0806,Nakuru,Wheat,1.7,552.1,7,0,8,0,2.5,0
KE-FARM-0807,Meru,Sorghum,0.5,821.7,5,0,11,1,16.2,0
KE-FARM-0808,Kitui,Sorghum,3.4,752.0,1,0,8,3,1.0,1
KE-FARM-0809,Trans Nzoia,Maize,3.5,644.1,10,0,2,0,2.6,0
KE-FARM-0810,Uasin Gishu,Sunflower,5.0,542.3,4,0,11,0,2.3,0
KE-FARM-0811,Trans Nzoia,Beans,1.1,598.0,7,1,2,3,5.4,0
KE-FARM-0812,Nakuru,Wheat,2.3,543.0,2,0,2,0,3.9,0
KE-FARM-0813,Nakuru,Maize,1.3,779.0,2,1,10,1,12.7,0
KE-FARM-0814,Laikipia,Maize,0.5,474.2,1,1,7,0,12.0,0
KE-FARM-0815,Kitui,Wheat,8.4,738.6,2,1,15,2,3.9,0
KE-FARM-0816,Nakuru,Beans,5.2,520.6,10,1,6,0,5.7,0
KE-FARM-0817,Trans Nzoia,Maize,1.4,798.1,8,0,12,0,2.3,0
KE-FARM-0818,Nyandarua,Maize,3.7,664.0,8,1,11,1,11.1,0
KE-FARM-0819,Nyandarua,Sunflower,0.9,487.6,8,1,1,1,5.0,0
KE-FARM-0820,Laikipia,Beans,8.8,553.6,1,1,2,1,1.4,0
KE-FARM-0821,Meru,Maize,0.5,706.7,1,1,14,0,1.4,0
KE-FARM-0822,Trans Nzoia,Beans,0.5,525.1,10,1,1,2,3.9,0
KE-FARM-0823,Trans Nzoia,Wheat,2.8,603.3,4,1,15,1,13.8,0
KE-FARM-0824,Nakuru,Sorghum,3.5,523.1,6,1,12,0,1.0,0
KE-FARM-0825,Kitui,Maize,3.5,863.9,8,1,11,0,3.0,0
KE-FARM-0826,Trans Nzoia,Sunflower,0.5,889.7,2,1,7,0,1.8,0
KE-FARM-0827,Uasin Gishu,Wheat,1.5,819.5,3,1,6,1,31.3,0
KE-FARM-0828,Meru,Beans,2.8,581.3,6,1,2,0,12.2,0
KE-FARM-0829,Nakuru,Wheat,1.0,539.6,10,1,2,2,2.7,0
KE-FARM-0830,Uasin Gishu,Maize,8.2,483.1,4,0,2,0,2.3,0
KE-FARM-0831,Laikipia,Beans,0.5,830.4,2,1,8,1,19.5,0
KE-FARM-0832,Nyandarua,Sorghum,2.7,739.6,7,0,14,0,2.1,0
KE-FARM-0833,Laikipia,Wheat,4.7,746.8,4,1,7,3,58.3,0
KE-FARM-0834,Nyandarua,Maize,1.2,562.5,8,0,1,1,3.3,0
KE-FARM-0835,Laikipia,Sunflower,3.9,336.3,8,0,4,0,1.0,0
KE-FARM-0836,Trans Nzoia,Beans,7.1,370.8,7,1,11,2,11.7,1
KE-FARM-0837,Uasin Gishu,Wheat,0.8,608.6,10,0,4,0,9.4,0
KE-FARM-0838,Nyandarua,Wheat,10.0,521.6,9,1,7,0,80.0,0
KE-FARM-0839,Nakuru,Sorghum,3.2,504.3,4,1,2,2,16.2,0
KE-FARM-0840,Uasin Gishu,Sorghum,1.4,651.8,7,0,4,0,5.6,0
KE-FARM-0841,Nakuru,Sunflower,2.3,752.0,10,0,1,0,11.3,0
KE-FARM-0842,Uasin Gishu,Sunflower,1.5,494.8,10,1,13,0,17.0,0
KE-FARM-0843,Uasin Gishu,Maize,5.2,404.2,1,0,15,2,7.2,1
KE-FARM-0844,Laikipia,Maize,6.4,498.4,4,1,13,0,3.2,0
KE-FARM-0845,Nyandarua,Sunflower,7.2,443.4,2,1,11,0,2.4,0
KE-FARM-0846,Nyandarua,Sunflower,17.0,688.9,9,0,11,1,3.5,0
KE-FARM-0847,Kitui,Beans,6.3,599.4,5,0,4,1,18.8,0
KE-FARM-0848,Uasin Gishu,Sorghum,3.7,882.1,3,1,11,0,4.8,0
KE-FARM-0849,Trans Nzoia,Maize,1.7,710.2,4,1,15,1,3.4,0
KE-FARM-0850,Trans Nzoia,Sorghum,3.1,872.1,6,0,14,1,16.4,0
KE-FARM-0851,Nakuru,Sorghum,0.5,389.4,10,0,1,1,1.0,0
KE-FARM-0852,Nakuru,Sunflower,5.5,112.1,1,1,2,1,9.0,1
KE-FARM-0853,Laikipia,Beans,2.4,636.4,7,1,2,2,20.7,0
KE-FARM-0854,Uasin Gishu,Wheat,0.5,618.5,8,1,12,0,5.3,0
KE-FARM-0855,Nakuru,Beans,0.5,581.6,7,1,10,5,3.1,0
KE-FARM-0856,Nakuru,Beans,2.0,614.4,7,1,12,0,6.8,0
KE-FARM-0857,Meru,Sorghum,3.5,431.4,9,1,3,0,12.6,0
KE-FARM-0858,Uasin Gishu,Beans,2.5,684.5,4,1,8,1,7.3,0
KE-FARM-0859,Laikipia,Maize,3.9,710.4,7,1,11,1,1.0,0
KE-FARM-0860,Nakuru,Sorghum,2.6,420.0,9,1,6,1,1.0,0
KE-FARM-0861,Laikipia,Maize,4.3,547.0,5,1,6,1,12.8,0
KE-FARM-0862,Nyandarua,Wheat,1.0,556.2,2,1,9,0,5.1,0
KE-FARM-0863,Laikipia,Sorghum,0.5,499.4,5,1,8,2,15.4,0
KE-FARM-0864,Trans Nzoia,Wheat,3.6,425.8,4,1,2,0,10.5,0
KE-FARM-0865,Trans Nzoia,Sorghum,2.7,601.9,8,0,15,0,8.7,0
KE-FARM-0866,Laikipia,Sunflower,0.5,639.1,5,0,6,0,23.2,0
KE-FARM-0867,Trans Nzoia,Beans,1.9,508.5,9,1,1,0,1.0,0
KE-FARM-0868,Nyandarua,Sunflower,0.5,436.4,9,0,13,0,1.7,1
KE-FARM-0869,Uasin Gishu,Wheat,3.0,661.6,3,1,14,0,9.8,0
KE-FARM-0870,Trans Nzoia,Beans,2.0,484.9,10,0,9,4,1.0,0
KE-FARM-0871,Trans Nzoia,Sorghum,3.8,553.6,6,1,4,1,10.4,0
KE-FARM-0872,Laikipia,Beans,6.6,534.6,6,0,4,0,41.4,0
KE-FARM-0873,Nyandarua,Maize,1.4,786.9,4,1,9,3,21.1,0
KE-FARM-0874,Kitui,Beans,13.1,491.8,10,1,3,0,8.9,0
KE-FARM-0875,Kitui,Maize,3.1,858.8,3,0,5,1,22.4,0
KE-FARM-0876,Kitui,Beans,3.9,712.8,1,1,1,3,1.2,0
KE-FARM-0877,Kitui,Maize,4.6,873.1,7,0,6,0,6.1,0
KE-FARM-0878,Uasin Gishu,Wheat,4.4,699.7,5,0,3,0,5.6,0
KE-FARM-0879,Laikipia,Sunflower,2.9,566.8,10,1,1,1,4.1,0
KE-FARM-0880,Laikipia,Sorghum,2.2,462.4,7,0,10,0,1.0,0
KE-FARM-0881,Meru,Beans,0.5,546.7,1,1,6,0,22.2,1
KE-FARM-0882,Nyandarua,Sunflower,0.5,823.1,8,0,14,2,15.0,0
KE-FARM-0883,Kitui,Sorghum,1.8,592.8,3,1,12,0,10.6,0
KE-FARM-0884,Uasin Gishu,Sorghum,1.6,699.1,7,1,10,0,1.4,0
KE-FARM-0885,Nyandarua,Maize,2.0,631.0,3,1,2,0,4.8,1
KE-FARM-0886,Kitui,Wheat,0.6,637.4,3,1,8,2,25.8,0
KE-FARM-0887,Uasin Gishu,Wheat,5.4,643.2,10,1,14,0,9.6,0
KE-FARM-0888,Nyandarua,Sunflower,7.8,674.3,9,1,13,2,9.2,1
KE-FARM-0889,Laikipia,Wheat,11.2,477.9,2,1,15,0,24.4,0
KE-FARM-0890,Laikipia,Beans,2.7,558.8,4,0,11,1,8.2,0
KE-FARM-0891,Nakuru,Wheat,4.8,646.4,6,1,12,2,9.1,1
KE-FARM-0892,Trans Nzoia,Sunflower,7.7,624.5,3,0,2,1,4.2,0
KE-FARM-0893,Kitui,Wheat,2.2,530.8,10,0,4,1,4.6,0
KE-FARM-0894,Meru,Beans,1.5,662.5,10,1,14,1,11.6,0
KE-FARM-0895,Nyandarua,Maize,11.0,484.3,7,1,3,2,3.9,0
KE-FARM-0896,Meru,Sunflower,2.9,416.5,7,1,9,0,8.2,0
KE-FARM-0897,Nakuru,Maize,2.8,644.2,5,1,2,2,3.3,0
KE-FARM-0898,Trans Nzoia,Maize,0.8,420.2,3,0,3,0,1.8,1
KE-FARM-0899,Nyandarua,Maize,0.5,642.0,2,0,7,0,6.1,0
KE-FARM-0900,Uasin Gishu,Sorghum,7.4,306.8,4,0,4,1,2.5,1
KE-FARM-0901,Kitui,Sorghum,3.8,491.3,4,1,6,3,22.9,0
KE-FARM-0902,Trans Nzoia,Maize,1.6,550.9,8,1,3,1,3.6,0
KE-FARM-0903,Laikipia,Sunflower,0.9,359.0,8,0,1,1,9.1,0
KE-FARM-0904,Nakuru,Beans,3.2,544.1,5,1,11,0,3.1,0
KE-FARM-0905,Trans Nzoia,Beans,3.5,777.8,6,1,6,0,3.0,0
KE-FARM-0906,Kitui,Wheat,0.9,409.5,8,1,4,1,4.3,1
KE-FARM-0907,Trans Nzoia,Sunflower,7.6,548.2,1,1,2,2,24.8,1
KE-FARM-0908,Kitui,Sorghum,0.5,855.4,5,1,7,2,5.0,1
KE-FARM-0909,Laikipia,Maize,1.8,440.7,4,1,15,0,17.2,0
KE-FARM-0910,Nyandarua,Wheat,4.6,809.6,4,0,10,0,2.2,0
KE-FARM-0911,Uasin Gishu,Beans,1.3,558.1,2,0,13,1,1.0,0
KE-FARM-0912,Laikipia,Sorghum,7.0,615.3,10,0,12,2,15.2,0
KE-FARM-0913,Uasin Gishu,Sorghum,5.4,793.7,1,1,15,0,7.8,0
KE-FARM-0914,Nyandarua,Maize,6.2,527.2,6,1,13,0,7.0,0
KE-FARM-0915,Trans Nzoia,Beans,0.5,694.7,7,1,5,2,3.2,0
KE-FARM-0916,Uasin Gishu,Sunflower,0.6,732.7,5,0,6,0,1.0,0
KE-FARM-0917,Nakuru,Sorghum,1.4,502.4,8,1,6,1,6.6,0
KE-FARM-0918,Nakuru,Maize,2.9,485.8,9,1,14,0,20.2,0
KE-FARM-0919,Kitui,Sunflower,5.5,565.7,2,1,9,0,1.3,0
KE-FARM-0920,Laikipia,Beans,7.2,570.4,4,1,12,0,26.5,0
KE-FARM-0921,Nyandarua,Sorghum,4.9,438.2,9,1,2,0,3.2,0
KE-FARM-0922,Kitui,Sunflower,10.6,503.8,5,0,12,0,7.6,0
KE-FARM-0923,Laikipia,Sunflower,5.4,100.0,3,0,6,0,1.0,0
KE-FARM-0924,Laikipia,Sunflower,1.5,549.9,6,0,9,1,5.5,0
KE-FARM-0925,Kitui,Sorghum,1.2,734.2,3,1,12,0,1.3,0
KE-FARM-0926,Meru,Sorghum,4.8,350.0,5,0,4,1,1.0,0
KE-FARM-0927,Laikipia,Wheat,0.9,530.5,3,1,13,0,34.0,0
KE-FARM-0928,Meru,Beans,0.5,966.3,6,1,12,0,13.1,0
KE-FARM-0929,Nakuru,Maize,3.0,596.6,10,0,13,1,12.7,0
KE-FARM-0930,Nakuru,Sunflower,6.9,803.5,5,1,13,0,1.0,0
KE-FARM-0931,Laikipia,Wheat,0.5,448.2,9,0,11,1,26.5,0
KE-FARM-0932,Nakuru,Maize,6.3,667.3,3,1,6,3,6.3,0
KE-FARM-0933,Nyandarua,Wheat,6.7,422.7,6,1,7,0,19.1,0
KE-FARM-0934,Meru,Sorghum,2.6,660.2,8,0,1,3,1.0,0
KE-FARM-0935,Meru,Sunflower,0.5,726.3,7,1,5,0,3.5,0
KE-FARM-0936,Laikipia,Maize,0.8,690.7,6,1,4,0,55.3,0
KE-FARM-0937,Nakuru,Maize,4.9,548.3,2,1,13,0,5.6,0
KE-FARM-0938,Uasin Gishu,Maize,5.0,641.2,7,1,13,0,21.9,0
KE-FARM-0939,Kitui,Maize,9.1,642.7,8,0,13,0,4.0,0
KE-FARM-0940,Kitui,Maize,3.5,699.9,1,1,10,1,7.5,0
KE-FARM-0941,Meru,Wheat,0.5,581.4,9,0,15,0,19.3,0
KE-FARM-0942,Laikipia,Sunflower,0.5,739.7,4,0,15,0,9.3,0
KE-FARM-0943,Laikipia,Sorghum,5.1,815.2,8,0,2,0,12.9,0
KE-FARM-0944,Nyandarua,Sorghum,0.8,552.3,10,0,2,0,2.6,0
KE-FARM-0945,Trans Nzoia,Sorghum,1.6,607.0,7,1,2,0,1.7,0
KE-FARM-0946,Trans Nzoia,Sorghum,2.7,464.3,10,0,7,0,2.6,0
KE-FARM-0947,Meru,Wheat,0.5,651.0,7,1,11,1,6.8,0
KE-FARM-0948,Kitui,Beans,1.1,652.0,2,1,13,2,16.1,0
KE-FARM-0949,Nyandarua,Sunflower,2.1,608.7,1,1,11,0,4.4,0
KE-FARM-0950,Nyandarua,Maize,1.3,620.0,4,1,4,0,8.3,0
KE-FARM-0951,Nyandarua,Beans,0.6,888.3,2,0,15,3,16.3,0
KE-FARM-0952,Meru,Sorghum,5.2,167.0,8,1,6,3,2.7,0
KE-FARM-0953,Trans Nzoia,Beans,6.7,525.5,10,1,7,0,21.5,0
KE-FARM-0954,Kitui,Sunflower,1.2,548.4,7,0,9,0,30.6,0
KE-FARM-0955,Nyandarua,Maize,6.0,818.5,8,1,11,1,1.0,0
