borrower_id,business_type,loan_purpose,loan_amount_ksh,loan_term_months,mpesa_transactions_monthly,mpesa_avg_balance_ksh,prev_loans_repaid,prev_loans_defaulted,group_lending_member,dependants,business_age_months,has_mobile_money_savings,loan_defaulted
MFI-01981,Boda Boda Operator,Medical Emergency,62918.0,3,30,17817.0,1,0,1,4,73,0,0
MFI-01982,Kiosk Owner,School Fees,38134.0,6,17,3127.0,1,1,0,1,2,0,1
MFI-01983,Jua Kali Artisan,Stock Purchase,36652.0,6,15,5569.0,2,0,1,6,16,0,0
MFI-01984,Market Trader,School Fees,15120.0,9,17,14135.0,2,0,0,2,48,0,0
MFI-01985,Boda Boda Operator,Medical Emergency,9273.0,18,20,18594.0,2,0,0,7,12,1,0
MFI-01986,Kiosk Owner,Business Expansion,22508.0,9,14,4518.0,6,1,0,3,96,1,0
MFI-01987,Boda Boda Operator,Equipment,37759.0,6,17,1239.0,2,0,0,2,5,0,1
MFI-01988,Boda Boda Operator,School Fees,20599.0,12,13,1974.0,1,0,1,3,1,0,0
MFI-01989,Boda Boda Operator,Stock Purchase,15098.0,18,15,3337.0,1,0,1,6,1,0,0
MFI-01990,Market Trader,Medical Emergency,26967.0,9,21,,2,0,0,1,24,1,0
MFI-01991,Jua Kali Artisan,School Fees,37349.0,6,21,2285.0,3,1,1,2,11,0,0
MFI-01992,Kiosk Owner,School Fees,112619.0,9,9,7800.0,0,0,1,0,24,0,0
MFI-01993,Jua Kali Artisan,School Fees,40953.0,9,11,6588.0,0,0,0,1,64,0,0
MFI-01994,Jua Kali Artisan,Stock Purchase,11230.0,9,21,3098.0,1,0,1,1,29,0,0
MFI-01995,Food Vendor,School Fees,7203.0,18,24,747.0,3,0,0,5,40,0,0
MFI-01996,Kiosk Owner,School Fees,5101.0,6,18,8117.0,0,1,0,2,7,0,0
MFI-01997,Market Trader,Business Expansion,47660.0,6,17,906.0,2,0,0,6,8,1,0
MFI-01998,Market Trader,Stock Purchase,15649.0,9,30,,0,1,0,7,15,0,0
MFI-01999,Food Vendor,School Fees,54084.0,9,21,42598.0,2,0,0,4,1,0,1
MFI-02000,Food Vendor,Medical Emergency,93341.0,6,20,5028.0,2,0,1,2,15,0,0
MFI-02001,Food Vendor,Equipment,58239.0,6,16,2942.0,1,1,0,3,33,0,0
MFI-02002,Food Vendor,Equipment,30283.0,9,18,22432.0,3,1,1,3,11,1,0
MFI-02003,Market Trader,Business Expansion,150000.0,6,18,3741.0,2,0,0,4,25,1,0
MFI-02004,Market Trader,Stock Purchase,25116.0,6,17,6419.0,1,0,0,2,7,1,0
MFI-02005,Boda Boda Operator,Medical Emergency,17632.0,12,10,9565.0,1,0,1,2,18,1,0
MFI-02006,Jua Kali Artisan,Stock Purchase,47426.0,18,17,2202.0,5,0,0,2,18,0,0
MFI-02007,Jua Kali Artisan,Equipment,67424.0,6,17,22425.0,3,0,1,1,15,0,0
MFI-02008,Jua Kali Artisan,Medical Emergency,4590.0,12,13,,0,0,1,6,26,0,0
MFI-02009,Jua Kali Artisan,Equipment,88297.0,3,16,46345.0,1,0,0,5,50,0,0
MFI-02010,Market Trader,Equipment,9898.0,6,20,8775.0,2,0,1,2,47,1,0
MFI-02011,Market Trader,Stock Purchase,7033.0,9,11,3518.0,1,0,0,5,1,1,0
MFI-02012,Food Vendor,School Fees,27575.0,9,12,1451.0,0,1,1,5,1,0,0
MFI-02013,Market Trader,Business Expansion,15519.0,6,19,5595.0,2,1,0,4,3,0,0
MFI-02014,Market Trader,Medical Emergency,50645.0,18,22,5447.0,0,1,0,3,56,0,1
MFI-02015,Boda Boda Operator,Business Expansion,48293.0,9,19,17373.0,1,0,0,1,2,1,0
MFI-02016,Kiosk Owner,Medical Emergency,46481.0,18,13,4073.0,2,0,1,5,21,0,0
MFI-02017,Food Vendor,Equipment,96709.0,3,10,2382.0,0,1,1,2,24,1,0
MFI-02018,Food Vendor,Medical Emergency,28215.0,9,19,819.0,3,0,1,3,22,1,0
MFI-02019,Boda Boda Operator,Medical Emergency,48722.0,6,22,4450.0,1,1,1,1,32,1,1
MFI-02020,Kiosk Owner,Stock Purchase,9552.0,12,19,2413.0,2,0,0,2,10,1,0
MFI-02021,Market Trader,Business Expansion,78308.0,3,19,,1,0,1,6,30,0,1
MFI-02022,Food Vendor,Business Expansion,24319.0,12,25,4011.0,2,0,1,2,27,1,0
MFI-02023,Kiosk Owner,Medical Emergency,28933.0,6,9,5409.0,2,0,1,7,4,0,1
MFI-02024,Jua Kali Artisan,School Fees,27613.0,12,14,1978.0,2,0,1,3,16,1,0
MFI-02025,Food Vendor,School Fees,33536.0,9,18,,4,0,0,3,41,1,0
MFI-02026,Kiosk Owner,Business Expansion,27027.0,6,18,20968.0,1,0,0,1,16,0,1
MFI-02027,Jua Kali Artisan,Medical Emergency,6427.0,12,18,3786.0,1,0,1,2,17,0,0
MFI-02028,Jua Kali Artisan,Business Expansion,97944.0,9,20,10054.0,3,1,1,4,82,1,0
MFI-02029,Market Trader,Stock Purchase,21584.0,3,18,,1,0,0,2,7,1,0
MFI-02030,Kiosk Owner,Equipment,26919.0,3,15,3800.0,1,1,0,2,30,1,0
MFI-02031,Food Vendor,Stock Purchase,31119.0,6,21,13672.0,0,0,0,4,24,1,0
MFI-02032,Food Vendor,Equipment,55246.0,12,23,2891.0,0,0,1,4,81,0,0
MFI-02033,Kiosk Owner,Medical Emergency,24481.0,6,26,11751.0,5,0,1,5,20,0,0
MFI-02034,Boda Boda Operator,Medical Emergency,85196.0,9,23,,2,1,0,5,3,0,1
MFI-02035,Boda Boda Operator,Stock Purchase,150000.0,3,20,3339.0,3,0,1,3,94,0,0
MFI-02036,Market Trader,Stock Purchase,134429.0,12,19,1564.0,1,0,1,7,7,1,0
MFI-02037,Market Trader,School Fees,44468.0,6,19,10706.0,1,0,0,3,8,0,1
MFI-02038,Boda Boda Operator,Stock Purchase,22897.0,6,17,2638.0,3,1,0,2,12,0,0
MFI-02039,Jua Kali Artisan,Business Expansion,22413.0,9,15,3673.0,1,2,1,7,36,0,1
MFI-02040,Jua Kali Artisan,Equipment,27017.0,12,18,2861.0,1,0,0,0,1,1,1
MFI-02041,Boda Boda Operator,School Fees,18384.0,3,17,880.0,3,0,1,1,45,1,0
MFI-02042,Food Vendor,Business Expansion,50648.0,3,23,5009.0,0,0,0,4,79,1,0
MFI-02043,Boda Boda Operator,Business Expansion,30298.0,3,26,604.0,2,0,0,5,33,0,1
MFI-02044,Food Vendor,Stock Purchase,35844.0,12,16,9153.0,2,1,0,1,1,0,1
MFI-02045,Food Vendor,School Fees,28387.0,12,21,9411.0,4,1,1,2,75,1,0
MFI-02046,Jua Kali Artisan,Medical Emergency,52101.0,9,11,4393.0,2,1,0,4,1,0,1
MFI-02047,Jua Kali Artisan,Medical Emergency,44567.0,3,24,1432.0,4,0,0,7,27,0,1
MFI-02048,Jua Kali Artisan,Stock Purchase,27372.0,12,21,8486.0,2,0,0,3,1,0,0
MFI-02049,Food Vendor,Equipment,32252.0,12,17,121.0,3,0,0,3,9,0,0
MFI-02050,Food Vendor,Stock Purchase,32225.0,18,19,4861.0,2,1,1,2,33,1,0
MFI-02051,Market Trader,Equipment,62106.0,12,16,17884.0,4,0,1,6,68,1,0
MFI-02052,Boda Boda Operator,Business Expansion,19487.0,6,23,6653.0,0,0,1,2,1,0,0
MFI-02053,Jua Kali Artisan,School Fees,25027.0,9,23,2602.0,2,0,1,4,42,1,0
MFI-02054,Kiosk Owner,Medical Emergency,7943.0,9,17,1487.0,1,0,0,1,15,1,0
MFI-02055,Kiosk Owner,Business Expansion,15367.0,9,19,,2,0,0,1,21,0,0
MFI-02056,Food Vendor,Stock Purchase,30062.0,9,16,,2,0,1,2,13,1,0
MFI-02057,Market Trader,School Fees,25602.0,3,27,3990.0,3,1,1,5,10,1,0
MFI-02058,Boda Boda Operator,Medical Emergency,7556.0,12,15,2917.0,2,1,1,1,5,1,1
MFI-02059,Food Vendor,Business Expansion,55274.0,3,15,,1,0,1,0,11,1,0
MFI-02060,Boda Boda Operator,Stock Purchase,17953.0,3,11,,5,0,0,2,53,1,0
MFI-02061,Food Vendor,Equipment,9935.0,3,10,2703.0,1,1,1,6,2,0,0
MFI-02062,Jua Kali Artisan,School Fees,48605.0,18,17,4459.0,2,0,1,3,80,1,0
MFI-02063,Market Trader,Equipment,70772.0,18,17,1736.0,2,0,1,2,4,1,0
MFI-02064,Jua Kali Artisan,School Fees,5168.0,6,25,368.0,2,1,0,5,1,1,1
MFI-02065,Jua Kali Artisan,Equipment,62689.0,3,23,6302.0,2,1,0,3,19,1,1
MFI-02066,Kiosk Owner,Business Expansion,30559.0,3,12,4765.0,3,0,1,4,120,1,0
MFI-02067,Kiosk Owner,Medical Emergency,29597.0,18,27,21702.0,2,1,1,3,38,0,0
MFI-02068,Kiosk Owner,Stock Purchase,14826.0,6,18,,0,0,0,6,13,0,1
MFI-02069,Kiosk Owner,Medical Emergency,32076.0,9,21,708.0,3,0,0,5,38,1,0
MFI-02070,Food Vendor,School Fees,33760.0,6,19,17597.0,3,0,1,5,43,0,0
MFI-02071,Food Vendor,Equipment,150000.0,18,17,18254.0,0,0,1,2,6,0,0
MFI-02072,Market Trader,Medical Emergency,55140.0,12,16,1233.0,2,0,0,6,1,1,0
MFI-02073,Kiosk Owner,Stock Purchase,36244.0,12,18,8292.0,1,2,0,2,57,1,0
MFI-02074,Kiosk Owner,Stock Purchase,93489.0,6,17,20453.0,1,0,1,1,6,1,0
MFI-02075,Food Vendor,Medical Emergency,73722.0,6,22,25422.0,1,1,0,1,16,1,0
MFI-02076,Boda Boda Operator,Equipment,11348.0,9,14,18690.0,1,1,1,0,6,1,0
MFI-02077,Jua Kali Artisan,School Fees,61650.0,6,16,6642.0,2,0,1,4,11,1,0
MFI-02078,Market Trader,Business Expansion,39267.0,6,23,4644.0,4,1,1,1,24,1,0
MFI-02079,Food Vendor,Equipment,20737.0,18,15,2697.0,0,0,1,2,19,1,0
MFI-02080,Food Vendor,Business Expansion,15879.0,12,18,2578.0,2,0,1,0,65,0,1
MFI-02081,Jua Kali Artisan,Medical Emergency,32293.0,6,13,1365.0,2,1,0,6,11,1,0
MFI-02082,Market Trader,Medical Emergency,36017.0,6,14,7826.0,2,2,0,2,14,1,0
MFI-02083,Food Vendor,Medical Emergency,91020.0,9,10,4092.0,3,0,0,3,1,0,0
MFI-02084,Kiosk Owner,School Fees,5993.0,12,22,3246.0,1,0,0,2,8,1,0
MFI-02085,Kiosk Owner,Medical Emergency,13265.0,6,21,4234.0,4,0,1,0,31,1,0
MFI-02086,Food Vendor,Equipment,42474.0,18,14,14827.0,4,0,1,4,30,1,0
MFI-02087,Boda Boda Operator,Equipment,32505.0,6,18,9885.0,1,0,1,5,5,1,0
MFI-02088,Boda Boda Operator,School Fees,39669.0,9,16,672.0,0,0,0,3,101,1,0
MFI-02089,Boda Boda Operator,Stock Purchase,25167.0,9,21,50000.0,2,1,1,1,14,0,0
MFI-02090,Kiosk Owner,Business Expansion,44312.0,6,26,15151.0,2,0,0,2,7,0,0
MFI-02091,Kiosk Owner,Equipment,10184.0,9,25,2994.0,3,0,1,3,31,0,0
MFI-02092,Jua Kali Artisan,Equipment,150000.0,12,11,4932.0,1,1,0,4,22,0,1
MFI-02093,Boda Boda Operator,Medical Emergency,50723.0,6,19,,1,0,0,8,15,1,0
MFI-02094,Jua Kali Artisan,Stock Purchase,52356.0,12,22,1739.0,2,0,0,3,39,1,0
MFI-02095,Food Vendor,Medical Emergency,15478.0,3,15,,2,1,0,2,23,0,1
MFI-02096,Food Vendor,School Fees,22677.0,9,18,1795.0,2,0,1,2,82,0,1
MFI-02097,Market Trader,Business Expansion,54666.0,6,21,12333.0,3,1,0,3,43,0,0
MFI-02098,Market Trader,Business Expansion,27440.0,18,18,934.0,2,0,1,4,19,1,0
MFI-02099,Market Trader,Medical Emergency,45001.0,3,17,,2,0,0,4,25,0,1
MFI-02100,Market Trader,Business Expansion,19466.0,3,18,1827.0,3,1,0,3,18,0,0
MFI-02101,Kiosk Owner,Business Expansion,12450.0,12,15,28961.0,1,0,1,3,14,1,0
MFI-02102,Jua Kali Artisan,Stock Purchase,88316.0,12,16,10876.0,2,1,1,3,26,1,1
MFI-02103,Kiosk Owner,Equipment,17727.0,6,18,8121.0,3,1,0,3,6,1,0
MFI-02104,Food Vendor,School Fees,75199.0,18,19,14753.0,4,0,1,3,8,0,0
MFI-02105,Boda Boda Operator,Stock Purchase,18567.0,12,15,,3,0,1,5,6,1,0
MFI-02106,Boda Boda Operator,Stock Purchase,31990.0,6,15,4227.0,1,0,1,2,21,1,0
MFI-02107,Jua Kali Artisan,Medical Emergency,26646.0,9,23,,1,1,1,5,57,1,0
MFI-02108,Jua Kali Artisan,Medical Emergency,30695.0,6,16,,5,0,0,2,78,1,0
MFI-02109,Food Vendor,Medical Emergency,66596.0,9,22,9844.0,1,2,1,4,5,1,0
MFI-02110,Kiosk Owner,School Fees,133988.0,12,22,,2,0,0,3,6,1,0
MFI-02111,Boda Boda Operator,Medical Emergency,31151.0,9,18,9714.0,1,1,1,3,16,1,0
MFI-02112,Kiosk Owner,Equipment,40011.0,3,14,3149.0,0,0,0,2,22,1,0
MFI-02113,Food Vendor,School Fees,29274.0,9,21,2793.0,1,1,1,1,16,0,1
MFI-02114,Kiosk Owner,Business Expansion,38921.0,6,18,46040.0,1,0,0,3,8,0,0
MFI-02115,Boda Boda Operator,School Fees,20449.0,6,11,3417.0,3,1,1,4,30,1,1
MFI-02116,Food Vendor,Business Expansion,15859.0,6,22,20030.0,0,0,0,1,5,0,0
MFI-02117,Kiosk Owner,Stock Purchase,47097.0,3,16,3316.0,3,0,1,3,2,1,0
MFI-02118,Kiosk Owner,Business Expansion,43413.0,3,21,3401.0,0,0,1,9,6,1,0
MFI-02119,Kiosk Owner,School Fees,90111.0,12,26,,3,0,1,2,54,1,0
MFI-02120,Kiosk Owner,Equipment,37778.0,9,25,22692.0,1,2,0,3,5,0,1
MFI-02121,Jua Kali Artisan,Equipment,34969.0,18,18,7237.0,0,1,1,3,15,1,0
MFI-02122,Food Vendor,Business Expansion,54947.0,18,11,2708.0,5,0,1,4,7,1,0
MFI-02123,Food Vendor,School Fees,79848.0,6,20,50000.0,1,1,1,1,60,0,0
MFI-02124,Kiosk Owner,Business Expansion,31993.0,12,24,6206.0,2,1,1,1,39,0,0
MFI-02125,Kiosk Owner,Business Expansion,4629.0,6,21,,2,0,1,2,11,0,0
MFI-02126,Jua Kali Artisan,Stock Purchase,15676.0,6,25,9148.0,1,0,1,2,40,0,0
MFI-02127,Boda Boda Operator,School Fees,85489.0,9,18,1739.0,1,0,1,3,89,0,0
MFI-02128,Jua Kali Artisan,Business Expansion,142118.0,6,14,11061.0,1,0,1,2,21,0,0
MFI-02129,Kiosk Owner,Medical Emergency,105532.0,9,22,1732.0,4,0,0,4,6,0,1
MFI-02130,Kiosk Owner,Medical Emergency,25564.0,9,18,9510.0,1,0,1,5,10,0,0
MFI-02131,Kiosk Owner,Medical Emergency,27925.0,6,23,24196.0,1,0,0,3,18,0,0
MFI-02132,Kiosk Owner,Business Expansion,65628.0,9,18,2035.0,3,0,0,2,21,0,1
MFI-02133,Jua Kali Artisan,School Fees,58699.0,9,20,5551.0,5,0,0,4,41,0,0
MFI-02134,Kiosk Owner,Stock Purchase,4972.0,9,18,,2,0,0,6,15,0,0
MFI-02135,Boda Boda Operator,Medical Emergency,37593.0,18,31,12764.0,2,1,0,4,1,1,0
MFI-02136,Market Trader,Business Expansion,34783.0,9,9,8239.0,2,0,0,1,2,0,0
MFI-02137,Boda Boda Operator,Business Expansion,14448.0,6,13,5364.0,2,0,1,1,57,0,0
MFI-02138,Kiosk Owner,School Fees,22521.0,3,20,19068.0,2,0,0,5,24,1,0
MFI-02139,Jua Kali Artisan,Business Expansion,44855.0,9,14,6162.0,2,0,1,4,39,1,0
MFI-02140,Kiosk Owner,School Fees,30512.0,9,7,,2,0,0,5,28,0,1
MFI-02141,Jua Kali Artisan,Stock Purchase,76543.0,9,14,1641.0,2,0,1,2,56,0,0
MFI-02142,Market Trader,Stock Purchase,148512.0,9,22,16073.0,0,0,1,5,1,1,1
MFI-02143,Food Vendor,Business Expansion,77359.0,6,22,21192.0,1,1,0,6,15,0,0
MFI-02144,Boda Boda Operator,Equipment,51928.0,18,14,5850.0,2,0,1,2,3,1,1
MFI-02145,Market Trader,Stock Purchase,32243.0,9,11,1126.0,3,0,1,3,17,0,0
MFI-02146,Kiosk Owner,School Fees,68668.0,6,14,2843.0,1,0,1,2,56,0,0
MFI-02147,Jua Kali Artisan,Business Expansion,22068.0,3,26,18884.0,4,1,1,1,12,0,0
MFI-02148,Jua Kali Artisan,Equipment,23445.0,9,16,8516.0,5,0,0,2,3,1,0
MFI-02149,Food Vendor,Stock Purchase,13559.0,12,20,1098.0,2,0,1,0,6,0,1
MFI-02150,Market Trader,School Fees,10506.0,3,7,,1,0,0,4,17,1,0
MFI-02151,Boda Boda Operator,Business Expansion,101168.0,9,18,4671.0,2,0,0,2,25,1,0
MFI-02152,Jua Kali Artisan,School Fees,45068.0,18,21,11920.0,1,0,1,6,1,1,0
MFI-02153,Boda Boda Operator,Business Expansion,55550.0,9,17,3171.0,2,0,1,0,12,0,0
MFI-02154,Kiosk Owner,Equipment,32822.0,12,23,18568.0,1,0,1,5,25,1,0
MFI-02155,Jua Kali Artisan,School Fees,150000.0,3,15,3834.0,3,0,1,4,25,0,1
MFI-02156,Jua Kali Artisan,School Fees,148287.0,9,12,255.0,4,0,1,2,23,1,0
MFI-02157,Market Trader,Stock Purchase,35834.0,6,15,2641.0,2,0,1,0,1,1,0
MFI-02158,Food Vendor,School Fees,35506.0,3,14,6320.0,0,1,0,4,43,1,0
MFI-02159,Kiosk Owner,Stock Purchase,30453.0,9,11,5629.0,1,1,1,2,33,1,0
MFI-02160,Food Vendor,School Fees,14886.0,6,13,3029.0,2,1,1,3,7,0,0
MFI-02161,Market Trader,School Fees,26172.0,9,15,1036.0,0,0,1,3,15,0,0
MFI-02162,Boda Boda Operator,Stock Purchase,28222.0,9,16,15556.0,5,0,1,4,67,1,0
MFI-02163,Market Trader,Stock Purchase,6163.0,9,22,25107.0,1,0,1,3,23,1,0
MFI-02164,Market Trader,Stock Purchase,5869.0,3,15,,3,0,1,3,33,0,0
MFI-02165,Market Trader,Equipment,34496.0,6,14,11746.0,0,0,1,1,31,1,0
MFI-02166,Jua Kali Artisan,Business Expansion,70681.0,18,20,9155.0,1,1,1,3,20,0,0
MFI-02167,Kiosk Owner,Medical Emergency,19610.0,6,18,,0,1,1,6,18,0,1
MFI-02168,Boda Boda Operator,Business Expansion,147231.0,6,21,7137.0,1,0,0,5,64,1,1
MFI-02169,Food Vendor,Business Expansion,28999.0,12,14,50000.0,2,0,0,3,17,0,0
MFI-02170,Boda Boda Operator,Business Expansion,18441.0,9,15,,1,0,1,2,3,1,0
MFI-02171,Jua Kali Artisan,Equipment,11625.0,3,20,18991.0,2,0,1,3,23,1,0
MFI-02172,Jua Kali Artisan,Business Expansion,39263.0,9,15,4721.0,1,0,1,3,11,0,0
MFI-02173,Food Vendor,Equipment,7272.0,12,13,3719.0,4,1,0,1,1,0,0
MFI-02174,Jua Kali Artisan,Medical Emergency,19934.0,9,15,,0,0,1,1,10,0,1
MFI-02175,Food Vendor,Medical Emergency,37636.0,12,16,2635.0,1,0,1,4,81,1,0
MFI-02176,Jua Kali Artisan,Stock Purchase,11873.0,3,19,5375.0,0,0,1,2,30,0,0
MFI-02177,Market Trader,Business Expansion,23906.0,6,14,4313.0,2,0,1,4,14,0,0
MFI-02178,Jua Kali Artisan,Business Expansion,37042.0,9,17,1854.0,1,1,0,3,54,1,1
MFI-02179,Food Vendor,Stock Purchase,13711.0,6,10,,1,0,0,2,13,1,0
MFI-02180,Food Vendor,Equipment,61126.0,12,8,7898.0,0,1,1,3,30,0,1
MFI-02181,Food Vendor,Business Expansion,77142.0,6,17,47604.0,2,0,0,2,67,1,0
MFI-02182,Kiosk Owner,Business Expansion,16179.0,6,23,,2,0,0,4,1,1,0
MFI-02183,Boda Boda Operator,Medical Emergency,30937.0,3,9,4410.0,2,0,0,3,49,0,0
MFI-02184,Boda Boda Operator,Equipment,32873.0,6,19,3528.0,3,0,1,4,8,1,0
MFI-02185,Market Trader,Equipment,47930.0,6,19,3699.0,5,1,1,1,17,0,1
MFI-02186,Food Vendor,Medical Emergency,28621.0,3,16,22473.0,2,0,1,2,23,0,0
MFI-02187,Kiosk Owner,Equipment,20376.0,3,19,2797.0,1,0,0,3,12,1,0
MFI-02188,Kiosk Owner,Stock Purchase,15594.0,6,12,,1,1,0,3,14,1,0
MFI-02189,Kiosk Owner,Business Expansion,70911.0,6,13,3474.0,3,0,0,4,8,0,0
MFI-02190,Food Vendor,School Fees,22854.0,12,18,1342.0,3,0,1,4,37,0,0
MFI-02191,Kiosk Owner,Stock Purchase,19512.0,6,21,6806.0,2,0,1,2,5,1,0
MFI-02192,Kiosk Owner,Medical Emergency,83927.0,6,18,1047.0,2,0,1,5,20,1,0
MFI-02193,Boda Boda Operator,Medical Emergency,40770.0,6,22,6293.0,2,0,0,2,14,1,1
MFI-02194,Jua Kali Artisan,Medical Emergency,16029.0,9,10,3116.0,3,0,0,3,21,0,0
MFI-02195,Jua Kali Artisan,School Fees,31066.0,18,13,3323.0,3,0,0,3,19,1,0
MFI-02196,Jua Kali Artisan,Stock Purchase,16717.0,9,15,4333.0,0,1,0,5,11,1,0
MFI-02197,Food Vendor,School Fees,14122.0,12,23,5028.0,3,0,1,4,21,0,0
MFI-02198,Market Trader,Business Expansion,23477.0,6,22,4004.0,4,0,1,4,9,1,0
MFI-02199,Market Trader,Medical Emergency,30827.0,12,15,8305.0,2,0,1,7,10,0,1
MFI-02200,Boda Boda Operator,School Fees,22162.0,12,24,4950.0,2,1,1,5,17,0,0
MFI-02201,Market Trader,Business Expansion,56016.0,6,17,50000.0,0,0,0,2,13,0,0
MFI-02202,Market Trader,Business Expansion,61146.0,12,20,1634.0,2,0,1,3,40,0,0
MFI-02203,Jua Kali Artisan,Business Expansion,20612.0,9,20,1595.0,2,0,0,3,28,0,1
MFI-02204,Jua Kali Artisan,Medical Emergency,31555.0,9,18,3343.0,3,0,0,4,2,1,0
MFI-02205,Food Vendor,Equipment,24917.0,12,20,2070.0,1,0,1,4,1,1,0
MFI-02206,Market Trader,Business Expansion,16456.0,3,8,16308.0,0,2,0,1,15,1,0
MFI-02207,Food Vendor,Equipment,41185.0,6,14,28259.0,0,0,0,5,12,1,0
MFI-02208,Kiosk Owner,Business Expansion,8070.0,12,27,3291.0,2,0,1,1,4,0,0
MFI-02209,Boda Boda Operator,School Fees,16859.0,12,20,8225.0,0,0,0,4,5,1,0
MFI-02210,Boda Boda Operator,Business Expansion,14319.0,12,22,7404.0,1,1,1,3,2,1,0
MFI-02211,Kiosk Owner,Medical Emergency,17627.0,12,18,3117.0,2,0,0,1,1,1,0
MFI-02212,Boda Boda Operator,Medical Emergency,15235.0,9,12,9115.0,1,0,1,0,23,0,0
MFI-02213,Market Trader,Equipment,9967.0,6,18,11267.0,3,0,1,4,5,0,0
MFI-02214,Food Vendor,Equipment,28757.0,3,21,927.0,5,1,1,2,103,1,1
MFI-02215,Market Trader,Stock Purchase,26986.0,18,17,1510.0,3,0,0,3,10,1,0
MFI-02216,Boda Boda Operator,School Fees,36020.0,6,15,3670.0,1,0,0,9,5,0,0
MFI-02217,Market Trader,Stock Purchase,43851.0,6,25,3566.0,2,0,0,5,6,1,0
MFI-02218,Boda Boda Operator,Business Expansion,50239.0,12,26,5313.0,2,0,1,0,25,1,0
MFI-02219,Food Vendor,Equipment,19080.0,12,20,,2,0,1,3,14,0,0
MFI-02220,Boda Boda Operator,Medical Emergency,38152.0,6,12,1737.0,3,0,1,3,1,0,0
MFI-02221,Kiosk Owner,School Fees,29449.0,3,14,3424.0,1,0,0,3,2,1,0
MFI-02222,Boda Boda Operator,Medical Emergency,33318.0,9,16,1529.0,1,0,1,2,9,1,1
MFI-02223,Kiosk Owner,Equipment,25187.0,12,22,16246.0,1,2,1,2,3,0,0
MFI-02224,Food Vendor,Stock Purchase,19114.0,12,14,13911.0,0,0,1,4,1,1,0
MFI-02225,Boda Boda Operator,School Fees,29847.0,9,22,9049.0,1,1,1,7,53,0,0
MFI-02226,Food Vendor,Equipment,24812.0,9,16,13625.0,1,0,1,5,24,1,0
MFI-02227,Jua Kali Artisan,Medical Emergency,46142.0,3,13,3201.0,2,0,1,2,11,1,1
MFI-02228,Jua Kali Artisan,Business Expansion,77351.0,6,23,3169.0,1,0,0,4,109,1,0
MFI-02229,Boda Boda Operator,Business Expansion,17113.0,12,21,7345.0,5,0,1,1,120,1,0
MFI-02230,Jua Kali Artisan,Business Expansion,23628.0,9,16,10675.0,2,0,1,4,30,1,0
MFI-02231,Market Trader,Stock Purchase,150000.0,9,23,7055.0,2,0,0,5,18,1,0
MFI-02232,Market Trader,Medical Emergency,8463.0,12,29,6586.0,2,0,1,1,23,0,0
MFI-02233,Kiosk Owner,School Fees,10014.0,9,21,6981.0,1,0,1,2,22,1,0
MFI-02234,Jua Kali Artisan,Equipment,84334.0,6,17,13004.0,1,0,1,1,7,0,0
MFI-02235,Kiosk Owner,Business Expansion,150000.0,18,19,14628.0,1,0,0,4,20,1,0
MFI-02236,Jua Kali Artisan,Business Expansion,116090.0,6,22,3890.0,2,1,0,7,3,0,1
MFI-02237,Market Trader,Stock Purchase,46689.0,6,15,9198.0,0,0,1,1,2,0,0
MFI-02238,Jua Kali Artisan,Business Expansion,25723.0,9,21,591.0,1,2,1,6,8,0,1
MFI-02239,Market Trader,Stock Purchase,29158.0,6,21,936.0,2,0,1,5,8,0,0
MFI-02240,Market Trader,Stock Purchase,50052.0,6,22,3460.0,1,1,1,7,37,0,1
MFI-02241,Food Vendor,Stock Purchase,76738.0,9,23,2599.0,1,1,0,2,2,1,1
MFI-02242,Market Trader,Business Expansion,55787.0,6,15,28366.0,2,1,1,7,1,0,0
MFI-02243,Market Trader,Business Expansion,7246.0,3,15,3655.0,0,0,1,3,13,0,0
MFI-02244,Kiosk Owner,School Fees,14169.0,9,14,,1,0,1,6,29,1,0
MFI-02245,Jua Kali Artisan,Stock Purchase,45355.0,12,15,6068.0,3,1,0,3,84,0,1
MFI-02246,Boda Boda Operator,Equipment,12001.0,12,15,1205.0,3,2,1,4,8,0,0
MFI-02247,Boda Boda Operator,Medical Emergency,7915.0,9,22,6568.0,3,0,1,2,1,1,0
MFI-02248,Market Trader,Stock Purchase,73086.0,12,20,5081.0,1,0,1,2,42,1,0
MFI-02249,Jua Kali Artisan,Equipment,44633.0,6,17,23504.0,2,0,1,4,24,0,0
MFI-02250,Food Vendor,Stock Purchase,125353.0,12,19,2825.0,0,0,0,4,44,0,0
MFI-02251,Boda Boda Operator,Business Expansion,78999.0,3,15,9157.0,2,0,0,1,1,1,0
MFI-02252,Kiosk Owner,Business Expansion,22067.0,12,15,8776.0,1,1,0,5,6,0,0
MFI-02253,Kiosk Owner,School Fees,44238.0,3,19,2110.0,2,0,1,4,56,1,0
MFI-02254,Kiosk Owner,School Fees,19279.0,12,18,470.0,5,0,0,9,46,0,0
MFI-02255,Food Vendor,Stock Purchase,9991.0,12,15,5095.0,1,1,0,1,14,1,0
MFI-02256,Food Vendor,Business Expansion,94505.0,12,12,17112.0,4,0,0,7,49,0,0
MFI-02257,Food Vendor,Stock Purchase,31087.0,6,25,,4,1,1,0,32,0,0
MFI-02258,Jua Kali Artisan,Equipment,106753.0,18,18,,2,0,0,3,40,1,0
MFI-02259,Jua Kali Artisan,Stock Purchase,39611.0,9,18,,2,2,0,4,7,1,1
