market_id,county,season,primary_animal_type,weekly_animal_throughput,vaccination_coverage_pct,distance_to_water_source_km,vet_inspections_per_month,prev_outbreaks_2yr,market_density_score,outbreak_risk_flag
MKT-0677,West Pokot,Long Rains,Sheep,18,73.3,12.5,3,0,7,0
MKT-0678,Marsabit,Dry Season,Camels,10,49.0,0.5,1,2,5,0
MKT-0679,Narok,Dry Season,Sheep,31,16.4,2.6,1,0,3,0
MKT-0680,Kajiado,Short Rains,Goats,10,46.1,5.1,2,0,7,0
MKT-0681,Wajir,Long Rains,Camels,18,33.2,14.9,3,0,9,1
MKT-0682,Turkana,Short Rains,Sheep,20,29.7,12.8,1,0,10,0
MKT-0683,Laikipia,Dry Season,Goats,12,34.4,1.3,3,0,7,0
MKT-0684,Turkana,Long Rains,Camels,10,43.5,5.0,4,2,1,1
MKT-0685,Narok,Dry Season,Cattle,11,1.9,2.9,1,0,10,1
MKT-0686,Garissa,Short Rains,Goats,10,63.9,4.1,1,0,7,0
MKT-0687,Garissa,Dry Season,Sheep,10,37.9,6.2,2,0,10,0
MKT-0688,Baringo,Dry Season,Camels,10,17.3,5.5,1,0,2,0
MKT-0689,Marsabit,Dry Season,Cattle,22,54.9,1.2,1,0,7,0
MKT-0690,Wajir,Short Rains,Goats,10,64.4,1.0,0,0,5,0
MKT-0691,Mandera,Long Rains,Cattle,20,21.5,1.1,3,1,6,1
MKT-0692,Mandera,Short Rains,Goats,12,52.7,14.7,5,0,6,0
MKT-0693,Laikipia,Short Rains,Sheep,42,8.0,0.5,2,0,10,0
MKT-0694,West Pokot,Long Rains,Goats,18,73.0,1.8,2,0,3,1
MKT-0695,Isiolo,Short Rains,Sheep,10,35.9,25.0,2,0,9,0
MKT-0696,Laikipia,Dry Season,Goats,10,82.7,0.5,2,0,3,0
MKT-0697,Mandera,Long Rains,Camels,10,27.9,0.5,0,1,2,1
MKT-0698,Laikipia,Dry Season,Goats,10,19.0,3.9,1,0,2,0
MKT-0699,Laikipia,Short Rains,Goats,12,24.4,1.3,1,1,7,1
MKT-0700,Wajir,Short Rains,Mixed,14,36.2,6.7,3,1,7,1
MKT-0701,West Pokot,Short Rains,Mixed,10,16.7,3.3,1,0,2,0
MKT-0702,Narok,Short Rains,Goats,15,72.1,1.9,0,0,4,0
MKT-0703,Garissa,Long Rains,Mixed,21,39.1,50.0,1,0,5,0
MKT-0704,Laikipia,Long Rains,Sheep,10,24.5,3.3,3,1,2,1
MKT-0705,Laikipia,Dry Season,Mixed,10,68.9,8.2,2,1,8,0
MKT-0706,Isiolo,Long Rains,Goats,15,6.2,16.6,0,1,6,1
MKT-0707,Mandera,Short Rains,Cattle,10,52.8,20.4,1,0,5,0
MKT-0708,Laikipia,Short Rains,Cattle,11,6.4,4.2,4,0,8,0
MKT-0709,Baringo,Dry Season,Goats,10,26.8,29.9,2,0,6,0
MKT-0710,Narok,Dry Season,Goats,16,68.2,10.3,0,0,9,0
MKT-0711,Laikipia,Dry Season,Cattle,10,35.9,7.0,1,1,7,0
MKT-0712,Narok,Short Rains,Camels,10,25.7,9.5,0,1,8,0
MKT-0713,Isiolo,Short Rains,Mixed,10,55.8,3.6,1,0,10,0
MKT-0714,Turkana,Short Rains,Camels,14,25.1,4.4,0,0,7,0
MKT-0715,Isiolo,Dry Season,Sheep,10,42.4,7.1,1,1,7,0
MKT-0716,Isiolo,Short Rains,Cattle,10,15.9,3.2,0,0,8,0
MKT-0717,West Pokot,Long Rains,Cattle,18,24.6,11.7,7,1,6,1
MKT-0718,Mandera,Long Rains,Camels,17,33.8,2.3,1,0,10,1
MKT-0719,Isiolo,Long Rains,Sheep,11,53.6,12.7,0,0,4,0
MKT-0720,Marsabit,Short Rains,Camels,11,47.2,1.3,0,1,9,1
MKT-0721,West Pokot,Long Rains,Sheep,10,53.2,2.0,1,0,8,0
MKT-0722,Baringo,Short Rains,Goats,10,50.5,11.2,2,0,4,0
MKT-0723,Mandera,Dry Season,Goats,10,36.9,2.4,2,0,3,0
MKT-0724,Wajir,Short Rains,Cattle,11,78.3,12.7,0,1,9,0
MKT-0725,West Pokot,Short Rains,Goats,10,34.1,12.3,3,0,5,1
MKT-0726,Isiolo,Long Rains,Camels,33,30.7,2.4,2,1,8,0
MKT-0727,Kajiado,Dry Season,Sheep,19,45.9,0.6,3,1,9,0
MKT-0728,Kajiado,Short Rains,Cattle,10,42.1,1.5,1,0,6,0
MKT-0729,Garissa,Long Rains,Goats,10,37.8,11.2,1,0,9,1
MKT-0730,Laikipia,Short Rains,Cattle,10,24.7,15.0,0,0,10,0
MKT-0731,Marsabit,Short Rains,Cattle,10,54.9,3.9,1,1,3,1
MKT-0732,Marsabit,Long Rains,Sheep,10,50.4,1.4,1,1,6,0
MKT-0733,West Pokot,Short Rains,Camels,11,52.6,0.6,4,0,10,0
MKT-0734,Narok,Dry Season,Camels,10,18.7,1.9,3,1,9,1
MKT-0735,Garissa,Dry Season,Mixed,10,47.2,31.2,2,0,2,0
MKT-0736,Kajiado,Dry Season,Camels,10,54.9,1.5,3,0,3,0
MKT-0737,Isiolo,Short Rains,Goats,26,30.5,0.7,0,0,7,0
MKT-0738,Baringo,Long Rains,Mixed,13,28.4,12.3,2,0,5,0
MKT-0739,Laikipia,Dry Season,Mixed,10,46.9,7.6,0,1,9,0
MKT-0740,Baringo,Dry Season,Mixed,10,3.1,6.1,1,1,1,0
MKT-0741,Kajiado,Short Rains,Mixed,11,38.7,4.8,1,0,8,0
MKT-0742,Kajiado,Long Rains,Camels,18,24.9,9.7,0,1,6,1
MKT-0743,Turkana,Dry Season,Mixed,19,44.9,9.6,2,1,2,0
MKT-0744,Laikipia,Long Rains,Goats,10,28.4,4.4,0,0,6,0
MKT-0745,Narok,Dry Season,Goats,12,40.2,2.1,2,0,1,0
MKT-0746,Marsabit,Long Rains,Cattle,23,21.1,14.7,0,0,7,0
MKT-0747,Narok,Short Rains,Goats,10,41.1,1.4,2,1,9,0
MKT-0748,Samburu,Short Rains,Cattle,13,28.3,6.1,4,1,3,0
MKT-0749,Marsabit,Short Rains,Goats,10,30.0,9.4,1,0,4,0
MKT-0750,Turkana,Short Rains,Mixed,10,42.0,8.1,0,0,6,0
MKT-0751,Samburu,Dry Season,Sheep,10,10.1,7.7,2,0,5,1
MKT-0752,Narok,Dry Season,Mixed,27,60.1,8.7,3,0,2,0
MKT-0753,Garissa,Dry Season,Camels,14,49.8,16.7,0,0,8,0
MKT-0754,Samburu,Long Rains,Cattle,10,37.1,3.6,4,0,10,0
MKT-0755,Laikipia,Long Rains,Sheep,11,4.3,7.9,1,0,10,1
MKT-0756,Mandera,Short Rains,Goats,10,52.9,9.6,2,1,10,0
MKT-0757,Laikipia,Dry Season,Mixed,16,43.8,7.1,1,3,8,0
MKT-0758,Samburu,Long Rains,Cattle,13,26.2,18.7,3,0,2,0
MKT-0759,Laikipia,Long Rains,Cattle,17,49.6,8.5,1,0,2,1
MKT-0760,Turkana,Dry Season,Goats,10,29.5,4.4,1,1,10,1
MKT-0761,Baringo,Long Rains,Cattle,12,25.6,14.9,2,0,7,0
MKT-0762,Samburu,Dry Season,Goats,10,32.2,5.4,3,1,3,1
MKT-0763,Kajiado,Dry Season,Goats,10,50.9,6.0,3,1,9,0
MKT-0764,Wajir,Short Rains,Mixed,22,34.4,7.0,1,0,6,0
MKT-0765,Mandera,Short Rains,Cattle,14,24.5,3.1,3,0,3,0
MKT-0766,Isiolo,Dry Season,Camels,20,53.8,10.3,2,2,6,0
MKT-0767,Baringo,Long Rains,Camels,10,2.0,0.8,2,1,8,1
MKT-0768,Marsabit,Short Rains,Mixed,22,43.4,16.3,0,0,7,0
MKT-0769,West Pokot,Long Rains,Mixed,10,19.1,11.2,0,2,7,1
MKT-0770,Laikipia,Long Rains,Goats,18,18.0,3.5,2,0,5,0
MKT-0771,Turkana,Dry Season,Camels,10,26.9,2.1,2,1,10,1
MKT-0772,Turkana,Dry Season,Cattle,10,51.6,3.9,0,0,4,0
MKT-0773,Laikipia,Dry Season,Camels,10,48.0,13.1,4,0,8,0
MKT-0774,Marsabit,Dry Season,Mixed,10,22.8,0.5,3,0,9,0
MKT-0775,Mandera,Short Rains,Mixed,10,35.4,5.0,1,0,2,0
MKT-0776,Mandera,Dry Season,Goats,13,12.7,2.3,2,0,5,0
MKT-0777,Baringo,Short Rains,Cattle,18,46.2,16.6,0,0,7,1
MKT-0778,Laikipia,Short Rains,Mixed,32,47.2,4.3,1,2,5,0
MKT-0779,Garissa,Dry Season,Cattle,16,30.2,9.6,2,0,8,0
MKT-0780,Narok,Long Rains,Camels,10,54.1,3.5,0,0,8,0
MKT-0781,Garissa,Dry Season,Goats,24,49.5,3.2,3,0,5,0
MKT-0782,Isiolo,Short Rains,Camels,10,63.2,3.2,3,0,8,0
MKT-0783,Garissa,Dry Season,Mixed,10,47.6,9.1,1,1,2,0
MKT-0784,Turkana,Short Rains,Mixed,13,27.2,26.6,1,1,5,1
MKT-0785,Baringo,Short Rains,Cattle,10,60.1,1.9,0,3,5,1
MKT-0786,Samburu,Long Rains,Mixed,15,87.3,8.3,1,0,9,0
MKT-0787,Wajir,Long Rains,Cattle,10,24.6,2.5,2,0,10,1
MKT-0788,Kajiado,Long Rains,Sheep,13,12.8,6.4,3,1,2,1
MKT-0789,Isiolo,Dry Season,Mixed,10,27.0,6.2,2,0,3,0
MKT-0790,Wajir,Dry Season,Camels,27,43.0,4.8,3,0,10,0
MKT-0791,Laikipia,Short Rains,Camels,10,44.5,5.5,2,0,9,0
MKT-0792,Garissa,Short Rains,Cattle,10,42.1,17.0,1,1,6,0
MKT-0793,Kajiado,Long Rains,Sheep,21,40.8,0.7,2,1,6,0
MKT-0794,Wajir,Long Rains,Mixed,10,30.7,14.2,1,0,10,1
MKT-0795,Marsabit,Long Rains,Goats,12,37.2,5.0,0,1,4,0
MKT-0796,Isiolo,Short Rains,Goats,11,14.9,3.2,1,2,3,0
MKT-0797,Narok,Dry Season,Camels,13,21.3,1.6,6,1,8,0
MKT-0798,Isiolo,Short Rains,Mixed,27,6.8,13.5,1,1,1,1
MKT-0799,Kajiado,Long Rains,Goats,12,33.6,7.2,1,0,9,1
MKT-0800,Wajir,Long Rains,Cattle,10,27.0,10.4,0,1,1,1
MKT-0801,Kajiado,Short Rains,Mixed,10,41.0,3.0,1,1,2,1
MKT-0802,Laikipia,Dry Season,Camels,10,7.9,4.0,2,1,4,1
MKT-0803,Baringo,Long Rains,Sheep,12,20.5,19.6,0,0,5,0
MKT-0804,Kajiado,Long Rains,Cattle,14,25.5,26.0,1,0,4,1
MKT-0805,Mandera,Long Rains,Cattle,10,43.0,10.8,1,0,10,0
MKT-0806,West Pokot,Dry Season,Mixed,10,29.2,11.1,1,3,10,0
MKT-0807,Turkana,Dry Season,Sheep,16,32.5,9.5,1,0,8,1
MKT-0808,Garissa,Long Rains,Cattle,10,56.7,7.1,2,1,9,0
MKT-0809,Narok,Short Rains,Sheep,10,41.9,7.2,2,0,5,0
MKT-0810,Turkana,Short Rains,Camels,15,50.2,26.6,1,0,2,0
MKT-0811,Mandera,Short Rains,Cattle,11,5.4,11.1,4,1,1,0
MKT-0812,Marsabit,Dry Season,Goats,10,43.6,8.5,4,1,9,0
MKT-0813,Baringo,Long Rains,Camels,12,21.0,1.7,1,0,5,0
MKT-0814,Narok,Dry Season,Camels,16,64.2,30.2,0,2,3,1
MKT-0815,Baringo,Short Rains,Cattle,10,27.3,5.9,1,0,4,0
MKT-0816,Baringo,Long Rains,Goats,10,37.6,23.0,1,0,1,0
MKT-0817,Marsabit,Dry Season,Sheep,10,18.7,10.0,3,1,8,1
MKT-0818,Marsabit,Short Rains,Goats,10,20.6,0.5,2,0,1,0
MKT-0819,Baringo,Long Rains,Camels,15,8.2,6.2,2,1,5,1
MKT-0820,Marsabit,Dry Season,Cattle,10,2.5,17.9,2,0,1,1
MKT-0821,Garissa,Dry Season,Goats,12,58.2,0.5,2,0,8,0
MKT-0822,Marsabit,Dry Season,Goats,19,25.5,16.1,3,1,5,0
MKT-0823,Turkana,Dry Season,Camels,10,74.3,7.6,2,0,5,0
MKT-0824,West Pokot,Dry Season,Sheep,22,52.3,0.5,2,1,7,0
MKT-0825,Samburu,Short Rains,Goats,17,70.3,3.7,0,0,6,0
MKT-0826,Laikipia,Dry Season,Goats,10,45.6,0.5,0,0,10,0
MKT-0827,Kajiado,Dry Season,Mixed,14,39.2,0.5,2,0,9,0
MKT-0828,West Pokot,Long Rains,Camels,10,54.5,18.1,2,0,8,0
MKT-0829,Samburu,Short Rains,Mixed,12,57.1,11.0,1,0,8,0
MKT-0830,Wajir,Long Rains,Camels,13,59.8,2.7,2,1,3,1
MKT-0831,Isiolo,Dry Season,Camels,13,23.3,1.0,4,0,3,1
MKT-0832,Narok,Short Rains,Mixed,10,47.4,0.5,0,1,5,0
MKT-0833,Wajir,Dry Season,Sheep,13,51.7,19.9,3,1,8,0
MKT-0834,Turkana,Long Rains,Sheep,10,51.8,7.9,3,1,3,0
MKT-0835,Baringo,Long Rains,Camels,10,24.4,1.4,1,0,3,0
MKT-0836,Wajir,Long Rains,Mixed,14,6.9,9.2,0,0,8,0
MKT-0837,Isiolo,Short Rains,Goats,10,10.5,50.0,1,0,4,1
MKT-0838,Mandera,Long Rains,Camels,28,21.4,12.4,1,2,1,0
MKT-0839,Narok,Long Rains,Camels,10,13.4,4.7,4,0,5,0
MKT-0840,Marsabit,Long Rains,Cattle,12,4.4,13.5,0,0,5,0
MKT-0841,Samburu,Short Rains,Sheep,13,57.0,10.9,2,0,4,0
MKT-0842,Isiolo,Long Rains,Mixed,12,55.4,0.7,2,0,6,1
MKT-0843,Kajiado,Long Rains,Goats,10,65.4,20.8,0,0,4,0
MKT-0844,Marsabit,Dry Season,Goats,10,29.0,17.2,1,1,7,0
MKT-0845,Samburu,Dry Season,Camels,18,44.1,7.1,3,0,8,0
MKT-0846,Samburu,Dry Season,Goats,10,29.7,5.7,0,1,1,1
MKT-0847,West Pokot,Long Rains,Goats,13,77.6,2.1,0,0,8,0
MKT-0848,Wajir,Long Rains,Camels,16,41.0,14.4,3,0,4,0
MKT-0849,Baringo,Short Rains,Sheep,14,32.0,4.5,1,0,9,0
MKT-0850,Kajiado,Dry Season,Cattle,10,21.1,6.9,2,2,2,1
MKT-0851,Isiolo,Long Rains,Sheep,10,43.0,1.5,1,2,2,1
MKT-0852,Marsabit,Dry Season,Sheep,19,36.9,1.9,1,1,3,0
MKT-0853,Laikipia,Long Rains,Cattle,10,23.8,33.7,2,0,6,0
MKT-0854,Baringo,Short Rains,Camels,23,32.5,5.4,5,1,4,0
MKT-0855,Baringo,Short Rains,Sheep,10,11.2,13.5,0,1,5,0
MKT-0856,Baringo,Dry Season,Mixed,10,16.0,14.2,0,1,8,0
MKT-0857,Laikipia,Short Rains,Mixed,19,30.0,31.9,5,0,7,0
MKT-0858,Isiolo,Short Rains,Cattle,10,21.3,32.6,2,0,8,0
MKT-0859,Turkana,Dry Season,Mixed,20,60.9,4.9,1,0,3,0
MKT-0860,Baringo,Dry Season,Camels,11,49.3,24.0,2,2,2,0
MKT-0861,Kajiado,Short Rains,Goats,10,7.3,3.6,1,0,6,0
MKT-0862,Marsabit,Short Rains,Camels,10,50.4,7.5,0,0,3,0
MKT-0863,Mandera,Short Rains,Cattle,11,49.2,13.8,0,0,1,0
MKT-0864,Samburu,Long Rains,Goats,10,36.1,19.6,0,1,8,0
MKT-0865,Baringo,Dry Season,Mixed,20,32.8,5.9,2,1,3,0
MKT-0866,Narok,Short Rains,Sheep,10,20.9,4.3,2,1,6,1
MKT-0867,Samburu,Dry Season,Mixed,17,40.3,10.4,2,1,9,0
MKT-0868,West Pokot,Short Rains,Camels,10,8.3,4.9,1,1,7,1
MKT-0869,Mandera,Short Rains,Camels,20,29.9,8.9,2,1,4,1
MKT-0870,Mandera,Dry Season,Cattle,11,22.2,13.0,2,1,6,1
MKT-0871,Narok,Short Rains,Sheep,13,59.7,14.7,4,1,10,0
MKT-0872,Baringo,Dry Season,Sheep,29,29.4,2.3,2,0,9,0
MKT-0873,Narok,Dry Season,Goats,18,62.3,6.8,1,0,1,1
MKT-0874,Turkana,Short Rains,Goats,10,33.7,0.5,0,1,2,1
MKT-0875,Marsabit,Long Rains,Camels,15,58.7,12.8,1,0,1,0
MKT-0876,Mandera,Long Rains,Cattle,10,11.6,1.1,1,2,5,1
MKT-0877,Narok,Dry Season,Camels,10,24.1,16.4,1,0,5,0
MKT-0878,Garissa,Long Rains,Sheep,12,13.1,4.2,2,1,1,1
MKT-0879,West Pokot,Long Rains,Sheep,10,54.1,1.5,1,0,1,0
MKT-0880,Garissa,Short Rains,Camels,18,7.4,12.7,1,0,8,0
MKT-0881,Marsabit,Long Rains,Sheep,10,13.8,1.8,0,0,8,1
MKT-0882,Laikipia,Short Rains,Goats,10,28.8,4.0,2,0,1,1
MKT-0883,Turkana,Short Rains,Sheep,10,57.3,6.7,1,0,10,1
MKT-0884,Laikipia,Dry Season,Goats,13,35.3,3.6,1,3,10,1
MKT-0885,Baringo,Short Rains,Mixed,18,61.4,1.6,0,1,7,0
MKT-0886,Kajiado,Short Rains,Cattle,10,39.4,4.2,1,0,4,0
MKT-0887,Baringo,Dry Season,Cattle,10,21.0,1.2,2,0,1,0
MKT-0888,Marsabit,Dry Season,Sheep,13,46.4,10.2,2,0,4,0
MKT-0889,Laikipia,Short Rains,Cattle,11,31.7,1.5,1,1,8,1
MKT-0890,Wajir,Short Rains,Mixed,20,22.1,5.3,1,2,2,0
MKT-0891,Marsabit,Short Rains,Sheep,10,45.7,6.6,0,0,9,0
MKT-0892,Laikipia,Short Rains,Goats,34,60.0,23.2,2,2,7,1
MKT-0893,Kajiado,Dry Season,Mixed,16,30.2,0.7,3,0,5,1
MKT-0894,Baringo,Long Rains,Mixed,18,26.9,21.3,0,1,8,1
MKT-0895,Isiolo,Dry Season,Cattle,10,66.5,1.9,2,1,7,0
MKT-0896,Turkana,Long Rains,Goats,11,20.6,14.7,0,0,9,0
MKT-0897,Garissa,Dry Season,Camels,16,45.3,0.8,3,0,10,0
MKT-0898,Garissa,Long Rains,Mixed,13,49.0,35.9,2,0,6,0
MKT-0899,Samburu,Dry Season,Cattle,10,62.8,13.2,0,0,9,1
MKT-0900,Mandera,Long Rains,Mixed,16,41.5,0.5,1,1,1,0
MKT-0901,Wajir,Dry Season,Goats,10,29.3,1.9,1,1,3,1
MKT-0902,West Pokot,Long Rains,Goats,11,37.9,6.4,0,0,1,1
MKT-0903,Wajir,Long Rains,Sheep,11,40.0,5.9,1,0,4,0
MKT-0904,Baringo,Dry Season,Camels,10,39.3,7.9,0,0,7,0
MKT-0905,Samburu,Short Rains,Camels,13,27.2,5.0,2,0,1,1
MKT-0906,Turkana,Long Rains,Cattle,10,62.0,10.6,3,0,3,0
MKT-0907,Narok,Dry Season,Camels,10,51.1,3.4,1,0,4,0
MKT-0908,Narok,Dry Season,Goats,12,3.6,1.6,0,0,3,1
MKT-0909,Samburu,Long Rains,Camels,15,49.3,0.5,0,0,9,0
MKT-0910,Narok,Long Rains,Cattle,10,67.3,3.1,1,1,6,0
MKT-0911,West Pokot,Short Rains,Mixed,22,13.0,4.5,2,1,10,0
MKT-0912,Isiolo,Dry Season,Camels,17,86.7,8.6,2,1,6,0
MKT-0913,Laikipia,Long Rains,Camels,18,79.1,13.1,1,1,9,0
MKT-0914,Narok,Dry Season,Goats,10,61.6,2.2,0,0,8,0
MKT-0915,Marsabit,Short Rains,Goats,16,17.1,5.4,1,0,6,0
MKT-0916,Narok,Short Rains,Mixed,10,32.2,2.1,2,1,8,1
MKT-0917,West Pokot,Long Rains,Sheep,10,27.5,24.2,0,1,9,1
MKT-0918,Narok,Dry Season,Camels,10,28.0,8.3,0,2,4,1
MKT-0919,Isiolo,Long Rains,Goats,17,19.1,9.1,2,1,5,1
MKT-0920,Garissa,Short Rains,Sheep,18,51.5,6.1,1,1,6,0
MKT-0921,Baringo,Short Rains,Camels,10,45.5,2.6,3,0,7,0
MKT-0922,Baringo,Short Rains,Camels,10,32.9,1.8,3,0,10,0
MKT-0923,Laikipia,Short Rains,Sheep,11,79.7,8.6,1,0,5,1
MKT-0924,Baringo,Short Rains,Goats,10,47.6,20.4,0,1,5,0
MKT-0925,Laikipia,Dry Season,Mixed,10,45.1,1.9,3,0,10,0
MKT-0926,Mandera,Long Rains,Camels,20,36.1,6.8,3,0,5,0
MKT-0927,Turkana,Long Rains,Cattle,13,24.6,6.0,1,0,7,0
MKT-0928,Narok,Dry Season,Cattle,10,25.4,8.2,3,1,10,0
MKT-0929,Baringo,Long Rains,Cattle,10,41.8,7.1,0,1,10,1
MKT-0930,Narok,Dry Season,Mixed,10,51.1,2.5,4,0,3,0
MKT-0931,Turkana,Short Rains,Camels,10,36.9,9.4,0,0,10,0
MKT-0932,West Pokot,Long Rains,Goats,10,5.6,2.5,4,0,8,0
MKT-0933,Mandera,Long Rains,Goats,12,37.1,8.5,0,1,10,0
MKT-0934,Baringo,Long Rains,Mixed,24,10.1,2.9,1,0,4,0
MKT-0935,Baringo,Long Rains,Camels,21,41.2,0.7,2,0,4,0
MKT-0936,Kajiado,Short Rains,Sheep,14,33.8,1.1,0,0,6,0
MKT-0937,Kajiado,Dry Season,Sheep,19,52.1,14.4,1,1,8,0
MKT-0938,Garissa,Long Rains,Camels,12,17.4,1.0,1,0,9,0
MKT-0939,Kajiado,Short Rains,Camels,10,46.2,3.2,1,0,1,0
MKT-0940,Laikipia,Long Rains,Goats,11,7.4,2.7,0,1,2,1
MKT-0941,Wajir,Dry Season,Mixed,15,33.4,0.5,3,2,10,1
MKT-0942,Samburu,Short Rains,Mixed,10,59.8,7.3,0,0,6,1
MKT-0943,Laikipia,Short Rains,Goats,10,50.4,12.8,2,1,7,0
MKT-0944,Wajir,Dry Season,Cattle,10,48.1,39.0,2,1,10,0
MKT-0945,Turkana,Dry Season,Sheep,10,44.9,22.0,3,1,5,0
MKT-0946,Marsabit,Short Rains,Camels,11,25.7,0.5,2,0,5,0
MKT-0947,Baringo,Dry Season,Sheep,10,63.6,2.4,0,2,6,1
MKT-0948,Marsabit,Long Rains,Sheep,10,69.9,4.2,2,1,6,0
MKT-0949,Laikipia,Dry Season,Mixed,10,11.0,16.6,0,0,4,0
MKT-0950,Samburu,Long Rains,Goats,11,55.0,3.6,1,1,10,0
MKT-0951,West Pokot,Dry Season,Cattle,10,48.4,6.8,0,0,7,0
MKT-0952,Marsabit,Dry Season,Cattle,10,77.1,8.6,1,0,9,0
MKT-0953,Baringo,Short Rains,Goats,10,27.0,2.8,0,1,2,0
MKT-0954,Isiolo,Short Rains,Sheep,10,12.4,7.0,2,1,8,0
MKT-0955,Marsabit,Long Rains,Goats,11,46.1,0.5,0,1,10,0
MKT-0956,Kajiado,Short Rains,Goats,14,41.2,5.2,3,1,10,0
MKT-0957,West Pokot,Long Rains,Camels,12,31.2,3.8,3,0,6,0
MKT-0958,Baringo,Dry Season,Camels,10,21.4,3.5,1,0,3,0
MKT-0959,Samburu,Short Rains,Sheep,10,48.7,2.1,1,1,2,0
MKT-0960,Mandera,Long Rains,Mixed,18,44.7,13.6,0,0,10,0
MKT-0961,West Pokot,Long Rains,Cattle,10,29.1,17.1,0,2,10,0
MKT-0962,Kajiado,Long Rains,Camels,20,77.2,17.5,1,1,6,0
MKT-0963,Isiolo,Short Rains,Sheep,10,30.8,4.0,1,0,6,1
MKT-0964,Samburu,Short Rains,Goats,10,74.0,2.4,2,0,5,0
MKT-0965,Isiolo,Dry Season,Camels,10,59.3,0.8,1,0,4,0
MKT-0966,Narok,Dry Season,Goats,10,21.4,8.9,2,0,9,0
MKT-0967,Kajiado,Dry Season,Goats,12,11.4,3.2,5,0,2,0
MKT-0968,Wajir,Dry Season,Camels,17,30.8,2.6,0,2,4,1
MKT-0969,Mandera,Long Rains,Sheep,18,52.3,3.7,1,0,1,1
MKT-0970,Baringo,Dry Season,Cattle,10,49.1,6.5,2,0,10,0
MKT-0971,Isiolo,Long Rains,Sheep,14,14.6,1.4,5,1,4,0
MKT-0972,West Pokot,Short Rains,Mixed,18,63.2,26.0,0,1,8,0
MKT-0973,Isiolo,Long Rains,Mixed,10,68.6,10.6,1,1,10,1
MKT-0974,Samburu,Short Rains,Cattle,11,61.5,0.5,1,0,3,0
MKT-0975,Mandera,Long Rains,Mixed,13,31.1,2.9,2,0,3,1
MKT-0976,Samburu,Short Rains,Goats,10,56.9,0.5,2,0,6,0
MKT-0977,Narok,Long Rains,Mixed,10,26.2,2.1,1,1,2,1
MKT-0978,Wajir,Long Rains,Camels,10,40.3,2.7,1,0,4,0
MKT-0979,Turkana,Dry Season,Goats,10,35.7,10.1,1,0,5,0
MKT-0980,Isiolo,Long Rains,Sheep,10,41.8,10.1,0,1,8,1
MKT-0981,Narok,Dry Season,Cattle,10,42.9,0.5,2,0,4,1
MKT-0982,Garissa,Short Rains,Camels,10,6.2,7.1,4,0,5,0
MKT-0983,Baringo,Dry Season,Camels,27,54.5,25.9,1,1,4,0
MKT-0984,Mandera,Dry Season,Cattle,14,12.8,7.9,1,0,3,0
MKT-0985,Laikipia,Dry Season,Mixed,14,68.4,25.9,3,1,6,0
MKT-0986,Garissa,Long Rains,Cattle,20,60.6,3.8,0,0,9,1
MKT-0987,Garissa,Long Rains,Cattle,16,52.0,4.9,1,2,6,1
MKT-0988,Laikipia,Short Rains,Mixed,11,37.9,5.5,2,0,7,0
MKT-0989,Wajir,Short Rains,Sheep,15,29.1,20.6,2,0,8,0
MKT-0990,Kajiado,Long Rains,Cattle,12,45.8,3.8,1,0,1,0
MKT-0991,West Pokot,Dry Season,Mixed,16,52.2,32.8,0,0,7,0
MKT-0992,Kajiado,Short Rains,Camels,16,43.6,6.3,2,0,8,1
MKT-0993,Laikipia,Short Rains,Cattle,10,48.2,2.0,2,0,7,0
MKT-0994,Kajiado,Short Rains,Cattle,10,31.0,0.9,1,1,1,0
MKT-0995,Wajir,Short Rains,Sheep,10,7.5,1.5,1,1,2,1
MKT-0996,West Pokot,Dry Season,Sheep,13,22.7,0.5,2,1,4,1
MKT-0997,Baringo,Dry Season,Camels,11,69.7,9.4,0,0,5,0
MKT-0998,Marsabit,Long Rains,Sheep,10,53.2,5.8,0,1,9,0
MKT-0999,Narok,Short Rains,Camels,10,49.4,10.7,1,0,9,0
MKT-1000,Laikipia,Dry Season,Cattle,11,69.8,12.2,2,2,2,0
MKT-1001,Narok,Short Rains,Mixed,10,10.1,21.4,0,0,7,0
MKT-1002,Isiolo,Long Rains,Sheep,21,88.1,1.0,2,1,3,1
MKT-1003,Wajir,Dry Season,Camels,17,69.4,1.6,0,0,8,0
MKT-1004,Narok,Long Rains,Sheep,15,35.3,6.4,1,0,9,1
MKT-1005,Laikipia,Short Rains,Sheep,15,16.5,1.1,3,1,4,1
MKT-1006,Baringo,Short Rains,Goats,10,37.1,0.8,0,1,2,0
MKT-1007,Kajiado,Dry Season,Cattle,10,28.2,8.8,1,0,10,0
MKT-1008,Garissa,Short Rains,Sheep,10,46.0,10.3,2,0,9,0
MKT-1009,Garissa,Long Rains,Mixed,10,28.7,14.8,0,1,2,1
MKT-1010,Isiolo,Dry Season,Goats,15,24.6,19.8,1,0,2,1
MKT-1011,Samburu,Dry Season,Camels,10,52.7,4.7,2,1,9,0
MKT-1012,Narok,Long Rains,Camels,10,52.1,31.2,0,1,6,0
MKT-1013,Mandera,Short Rains,Mixed,10,25.0,0.5,3,0,5,0
MKT-1014,Laikipia,Long Rains,Mixed,10,51.0,16.3,3,1,6,0
MKT-1015,Mandera,Short Rains,Cattle,10,66.4,3.1,2,0,9,0
MKT-1016,Laikipia,Short Rains,Mixed,12,78.5,20.4,0,0,1,0
